measure,location,sex,age,metric,year,val,upper,lower
Population,Germany,Male,<5 years,Number,2001,1998683.7798442105,2015457.105360878,1981833.3203566035
Population,Germany,Female,<5 years,Number,2001,1895472.477616021,1911379.6347138863,1879492.1697173736
Population,Germany,Both,<5 years,Number,2001,3894156.2574602314,3926836.740074764,3861325.490073977
Population,Germany,Male,<5 years,Number,2002,1953620.9550206559,1969764.6377638064,1937497.6386636982
Population,Germany,Female,<5 years,Number,2002,1853410.8578499039,1868726.4577388917,1838114.579662604
Population,Germany,Both,<5 years,Number,2002,3807031.8128705597,3838491.095502698,3775612.218326302
Population,Germany,Male,<5 years,Number,2003,1911565.0199217761,1927615.2278758087,1894894.2908268804
Population,Germany,Female,<5 years,Number,2003,1814206.408810143,1829439.1578034954,1798384.7426631367
Population,Germany,Both,<5 years,Number,2003,3725771.428731919,3757054.385679304,3693279.0334900175
Population,Germany,Male,<5 years,Number,2004,1871767.4483618413,1887712.7537568135,1855288.0942897142
Population,Germany,Female,<5 years,Number,2004,1778189.3441884713,1793337.4717873277,1762533.8674166044
Population,Germany,Both,<5 years,Number,2004,3649956.792550313,3681050.225544141,3617821.961706319
Population,Germany,Male,<5 years,Number,2005,1830302.5747481044,1845633.0435747737,1816381.102599568
Population,Germany,Female,<5 years,Number,2005,1737425.0882627186,1751977.6226478876,1724210.0519566329
Population,Germany,Both,<5 years,Number,2005,3567727.663010823,3597610.6662226617,3540591.1545562013
Population,Germany,Male,<5 years,Number,2006,1799338.5736990543,1815293.3930183582,1783968.4452880989
Population,Germany,Female,<5 years,Number,2006,1707965.5831205775,1723110.1938573206,1693375.971850205
Population,Germany,Both,<5 years,Number,2006,3507304.156819632,3538403.5868756785,3477344.417138304
Population,Germany,Male,<5 years,Number,2007,1779394.5589202496,1794678.2368230037,1763986.8354828425
Population,Germany,Female,<5 years,Number,2007,1688919.6598581076,1703426.22556356,1674295.3558235466
Population,Germany,Both,<5 years,Number,2007,3468314.2187783574,3498104.4623865634,3438282.1913063894
Population,Germany,Male,<5 years,Number,2008,1768408.2407230109,1784724.964086686,1752892.7106115164
Population,Germany,Female,<5 years,Number,2008,1678339.3110050242,1693824.9876816124,1663614.0210422517
Population,Germany,Both,<5 years,Number,2008,3446747.551728035,3478549.9517682986,3416506.7316537686
Population,Germany,Male,<5 years,Number,2009,1759687.609680246,1774727.5029054305,1744412.8644593742
Population,Germany,Female,<5 years,Number,2009,1669877.7262089234,1684150.022361454,1655382.564296358
Population,Germany,Both,<5 years,Number,2009,3429565.3358891695,3458877.525266885,3399795.428755732
Population,Germany,Male,<5 years,Number,2010,1762366.716047566,1778839.3497024958,1747152.9003505425
Population,Germany,Female,<5 years,Number,2010,1672294.4857643961,1687925.2249155166,1657858.2280514576
Population,Germany,Both,<5 years,Number,2010,3434661.201811962,3466764.5746180126,3405011.1284020003
Population,Germany,Male,<5 years,Number,2011,1771658.9923272203,1787146.3950565266,1755792.5732968058
Population,Germany,Female,<5 years,Number,2011,1681919.4448292782,1696622.3667308034,1666856.7048761402
Population,Germany,Both,<5 years,Number,2011,3453578.4371564984,3483768.76178733,3422649.278172946
Population,Germany,Male,<5 years,Number,2012,1780188.0124942744,1797292.191376371,1764012.9969114538
Population,Germany,Female,<5 years,Number,2012,1690057.8776834668,1706296.0795240083,1674701.7960137015
Population,Germany,Both,<5 years,Number,2012,3470245.890177741,3503588.270900379,3438714.792925155
Population,Germany,Male,<5 years,Number,2013,1797593.0469181256,1813272.2102376441,1781981.5236477808
Population,Germany,Female,<5 years,Number,2013,1705243.866824753,1720117.5319924012,1690434.3667801304
Population,Germany,Both,<5 years,Number,2013,3502836.9137428785,3533389.742230045,3472415.890427911
Population,Germany,Male,<5 years,Number,2014,1834995.3647424397,1851967.1355964567,1818756.490785791
Population,Germany,Female,<5 years,Number,2014,1739823.7459065013,1755915.2797104833,1724427.097468359
Population,Germany,Both,<5 years,Number,2014,3574819.1106489412,3607882.41530694,3543183.5882541505
Population,Germany,Male,<5 years,Number,2015,1882814.4769144852,1899255.0214724033,1865610.2316158172
Population,Germany,Female,<5 years,Number,2015,1783563.0510044002,1799136.9422036794,1767265.717086825
Population,Germany,Both,<5 years,Number,2015,3666377.5279188855,3698391.9636760824,3632875.9487026418
Population,Germany,Male,<5 years,Number,2016,1947781.1661485904,1964491.6212388978,1929491.4135550205
Population,Germany,Female,<5 years,Number,2016,1844218.2500271194,1860040.2154405857,1826900.9578652703
Population,Germany,Both,<5 years,Number,2016,3791999.41617571,3824531.8366794838,3756392.3714202903
Population,Germany,Male,<5 years,Number,2017,2013560.0885641542,2160326.782472373,1866597.1138925883
Population,Germany,Female,<5 years,Number,2017,1906509.5463567812,2045473.4166740424,1767359.8305059234
Population,Germany,Both,<5 years,Number,2017,3920069.634920935,4205800.199146415,3633956.944398512
Population,Germany,Male,<5 years,Number,2018,2061872.8129001884,2234644.6972484672,1890061.4922976461
Population,Germany,Female,<5 years,Number,2018,1953063.4861853353,2116717.8380196905,1790319.0071453708
Population,Germany,Both,<5 years,Number,2018,4014936.299085524,4351362.535268158,3680380.4994430165
Population,Germany,Male,<5 years,Number,2019,2083847.012224335,2263160.844740027,1906497.421943729
Population,Germany,Female,<5 years,Number,2019,1975213.8452710973,2145179.856478204,1807109.6782567012
Population,Germany,Both,<5 years,Number,2019,4059060.8574954323,4408340.701218231,3713607.10020043
Population,Germany,Male,<5 years,Number,2020,2086437.2684255114,2277927.5302699544,1892044.4992234018
Population,Germany,Female,<5 years,Number,2020,1978988.9048300344,2160617.7078177817,1794607.0692235087
Population,Germany,Both,<5 years,Number,2020,4065426.173255546,4438545.238087735,3686651.568446911
Population,Germany,Male,<5 years,Number,2021,2074674.3322561919,2283838.2307750094,1852938.403493737
Population,Germany,Female,<5 years,Number,2021,1968787.275435436,2167275.884216983,1758368.2866490686
Population,Germany,Both,<5 years,Number,2021,4043461.607691628,4451114.114991992,3611306.6901428057
Population,Germany,Male,5-14 years,Number,1990,4344863.44402758,4377763.520448647,4313878.96427684
Population,Germany,Female,5-14 years,Number,1990,4121779.931725952,4152990.7802351294,4092386.3251197143
Population,Germany,Both,5-14 years,Number,1990,8466643.375753531,8530754.300683778,8406265.289396554
Population,Germany,Male,5-14 years,Number,1991,4421953.989995656,4458126.74792272,4386682.279839943
Population,Germany,Female,5-14 years,Number,1991,4196173.743693845,4230499.559248225,4162702.9693742953
Population,Germany,Both,5-14 years,Number,1991,8618127.733689502,8688626.307170946,8549385.24921424
Population,Germany,Male,5-14 years,Number,1992,4509260.70289471,4543751.14925192,4473547.406664897
Population,Germany,Female,5-14 years,Number,1992,4278525.573360269,4311251.172188742,4244639.696872765
Population,Germany,Both,5-14 years,Number,1992,8787786.276254978,8855002.321440663,8718187.103537662
Population,Germany,Male,5-14 years,Number,1993,4601537.182748995,4638153.56893857,4564483.024049265
Population,Germany,Female,5-14 years,Number,1993,4366631.600201328,4401378.74287791,4331469.033026232
Population,Germany,Both,5-14 years,Number,1993,8968168.782950323,9039532.311816478,8895952.057075499
Population,Germany,Male,5-14 years,Number,1994,4673057.49948051,4711831.190220081,4634946.817788603
Population,Germany,Female,5-14 years,Number,1994,4435412.676955959,4472214.560831297,4399240.0853021
Population,Germany,Both,5-14 years,Number,1994,9108470.176436469,9184045.75105138,9034186.903090702
Population,Germany,Male,5-14 years,Number,1995,4716020.157138169,4755542.076187149,4676748.926610874
Population,Germany,Female,5-14 years,Number,1995,4474160.884806329,4511655.937501087,4436903.664169246
Population,Germany,Both,5-14 years,Number,1995,9190181.041944498,9267198.013688235,9113652.590780118
Population,Germany,Male,5-14 years,Number,1996,4713732.584158442,4754516.8677065205,4676128.347781442
Population,Germany,Female,5-14 years,Number,1996,4470410.477666888,4509089.483156127,4434747.36583289
Population,Germany,Both,5-14 years,Number,1996,9184143.061825331,9263606.350862646,9110875.713614333
Population,Germany,Male,5-14 years,Number,1997,4680374.619795548,4715466.91120957,4643830.679039701
Population,Germany,Female,5-14 years,Number,1997,4440425.05431918,4473718.263232253,4405754.618019167
Population,Germany,Both,5-14 years,Number,1997,9120799.674114726,9189185.174441822,9049585.297058867
Population,Germany,Male,5-14 years,Number,1998,4643399.319542614,4680727.024451736,4604333.814081563
Population,Germany,Female,5-14 years,Number,1998,4405211.106749844,4440624.046481968,4368149.508833089
Population,Germany,Both,5-14 years,Number,1998,9048610.426292459,9121351.070933705,8972483.322914653
Population,Germany,Male,5-14 years,Number,1999,4593912.5777297625,4632268.06008564,4556514.531567625
Population,Germany,Female,5-14 years,Number,1999,4358125.42884844,4394512.277784409,4322646.874737815
Population,Germany,Both,5-14 years,Number,1999,8952038.006578201,9026780.337870048,8879161.406305438
Population,Germany,Male,5-14 years,Number,2000,4538253.404235731,4578254.790581466,4500183.329231493
Population,Germany,Female,5-14 years,Number,2000,4305145.4532271335,4343092.163384039,4269030.85236427
Population,Germany,Both,5-14 years,Number,2000,8843398.857462864,8921346.953965506,8769214.181595763
Population,Germany,Male,5-14 years,Number,2001,4478826.543531982,4516413.68778409,4441066.550688248
Population,Germany,Female,5-14 years,Number,2001,4248073.307951637,4283723.928190568,4212258.7444384415
Population,Germany,Both,5-14 years,Number,2001,8726899.851483619,8800137.615974657,8653325.29512669
Population,Germany,Male,5-14 years,Number,2002,4414927.904090764,4451410.516152412,4378491.317398816
Population,Germany,Female,5-14 years,Number,2002,4189792.6731106164,4224414.887568567,4155214.1370005175
Population,Germany,Both,5-14 years,Number,2002,8604720.577201381,8675825.403720979,8533705.454399334
Population,Germany,Male,5-14 years,Number,2003,4326785.570968806,4363114.86527102,4289051.740649879
Population,Germany,Female,5-14 years,Number,2003,4107358.7117505884,4141845.6168667437,4071538.4996910715
Population,Germany,Both,5-14 years,Number,2003,8434144.282719394,8504960.482137764,8360590.24034095
Population,Germany,Male,5-14 years,Number,2004,4241143.732948448,4277273.398578129,4203803.993277684
Population,Germany,Female,5-14 years,Number,2004,4024118.4503098503,4058399.310195458,3988689.4375717165
Population,Germany,Both,5-14 years,Number,2004,8265262.183258298,8335672.708773588,8192493.4308494
Population,Germany,Male,5-14 years,Number,2005,4140908.8257123274,4175592.7487655417,4109412.6415938535
Population,Germany,Female,5-14 years,Number,2005,3931898.2299601613,3964831.4968831656,3901991.8022173042
Population,Germany,Both,5-14 years,Number,2005,8072807.055672489,8140424.245648707,8011404.443811157
Population,Germany,Male,5-14 years,Number,2006,4069075.68453403,4105156.369010132,4034317.2367914184
Population,Germany,Female,5-14 years,Number,2006,3863691.9536546846,3897951.490979715,3830687.914094768
Population,Germany,Both,5-14 years,Number,2006,7932767.638188714,8003107.859989846,7865005.150886186
Population,Germany,Male,5-14 years,Number,2007,4005361.743870546,4039764.8269138476,3970679.4381913743
Population,Germany,Female,5-14 years,Number,2007,3802329.8828348652,3834989.072961045,3769405.6238734033
Population,Germany,Both,5-14 years,Number,2007,7807691.626705412,7874753.899874892,7740085.062064777
Population,Germany,Male,5-14 years,Number,2008,3947864.8429064057,3984290.944660233,3913227.356812595
Population,Germany,Female,5-14 years,Number,2008,3748442.4494651025,3783028.5235876553,3715554.640894328
Population,Germany,Both,5-14 years,Number,2008,7696307.292371508,7767319.468247889,7628781.997706924
Population,Germany,Male,5-14 years,Number,2009,3911984.3534099287,3945419.7351505365,3878026.869150986
Population,Germany,Female,5-14 years,Number,2009,3715269.5686702775,3747023.646671504,3683019.642162805
Population,Germany,Both,5-14 years,Number,2009,7627253.922080206,7692443.381822039,7561046.51131379
Population,Germany,Male,5-14 years,Number,2010,3884798.5855203504,3921109.339315101,3851262.653888191
Population,Germany,Female,5-14 years,Number,2010,3688849.4462305056,3723328.686551285,3657005.0661148396
Population,Germany,Both,5-14 years,Number,2010,7573648.031750856,7644438.0258663865,7508267.72000303
Population,Germany,Male,5-14 years,Number,2011,3852711.468552558,3886390.9149763365,3818207.8000542317
Population,Germany,Female,5-14 years,Number,2011,3656104.100710236,3688064.8543728734,3623361.1857746225
Population,Germany,Both,5-14 years,Number,2011,7508815.569262794,7574455.769349211,7441568.985828854
Population,Germany,Male,5-14 years,Number,2012,3821040.9192631277,3857753.7647267445,3786322.4535854044
Population,Germany,Female,5-14 years,Number,2012,3622480.3383088154,3657285.398936371,3589566.0194226266
Population,Germany,Both,5-14 years,Number,2012,7443521.257571943,7515039.163663116,7375888.47300803
Population,Germany,Male,5-14 years,Number,2013,3806933.972769151,3840139.2299924176,3773871.963319101
Population,Germany,Female,5-14 years,Number,2013,3605163.3203646694,3636608.671463711,3573853.624788266
Population,Germany,Both,5-14 years,Number,2013,7412097.29313382,7476747.901456129,7347725.588107367
Population,Germany,Male,5-14 years,Number,2014,3800638.4152243827,3835790.310167298,3767004.494743996
Population,Germany,Female,5-14 years,Number,2014,3595915.4837366473,3629173.9075850127,3564093.268040011
Population,Germany,Both,5-14 years,Number,2014,7396553.89896103,7464964.21775231,7331097.762784007
Population,Germany,Male,5-14 years,Number,2015,3807161.4001356116,3840405.1463493593,3772373.406192155
Population,Germany,Female,5-14 years,Number,2015,3596353.153505296,3627756.1435455615,3563491.4230522043
Population,Germany,Both,5-14 years,Number,2015,7403514.553640908,7468161.289894921,7335864.829244359
Population,Germany,Male,5-14 years,Number,2016,3828867.4491718677,3861716.168867952,3792914.2119314657
Population,Germany,Female,5-14 years,Number,2016,3613423.545975021,3644423.923705683,3579493.336657748
Population,Germany,Both,5-14 years,Number,2016,7442290.995146889,7506140.092573636,7372407.548589214
Population,Germany,Male,5-14 years,Number,2017,3867763.93764138,4149681.983777191,3585468.863940094
Population,Germany,Female,5-14 years,Number,2017,3645887.5811445843,3911633.2470845524,3379786.5160280187
Population,Germany,Both,5-14 years,Number,2017,7513651.518785964,8061315.230861744,6965255.379968112
Population,Germany,Male,5-14 years,Number,2018,3910290.965416988,4237948.585333357,3584455.030966939
Population,Germany,Female,5-14 years,Number,2018,3682223.671396252,3990770.696372115,3375392.0822805963
Population,Germany,Both,5-14 years,Number,2018,7592514.63681324,8228719.281705471,6959847.113247535
Population,Germany,Male,5-14 years,Number,2019,3952177.741891308,4292260.355213908,3615820.4665592853
Population,Germany,Female,5-14 years,Number,2019,3719346.361561274,4039393.969006771,3402804.624348781
Population,Germany,Both,5-14 years,Number,2019,7671524.103452583,8331654.32422068,7018625.090908066
Population,Germany,Male,5-14 years,Number,2020,4011716.2863451205,4379905.933713504,3637945.816483677
Population,Germany,Female,5-14 years,Number,2020,3773875.112961337,4120236.0337929195,3422264.237842582
Population,Germany,Both,5-14 years,Number,2020,7785591.3993064575,8500141.967506425,7060210.054326259
Population,Germany,Male,5-14 years,Number,2021,4081067.1536893467,4492510.965718612,3644893.050797177
Population,Germany,Female,5-14 years,Number,2021,3840095.579549782,4227245.1912336685,3429675.907107947
Population,Germany,Both,5-14 years,Number,2021,7921162.733239129,8719756.156952279,7074568.957905125
Population,Germany,Male,15-49 years,Number,1990,20450391.3202227,20605245.309523772,20304553.656066153
Population,Germany,Female,15-49 years,Number,1990,19435219.529458802,19582386.45795189,19296621.34939644
Population,Germany,Both,15-49 years,Number,1990,39885610.8496815,40187631.767475665,39601175.00546259
Population,Germany,Male,15-49 years,Number,1991,20398537.865189835,20565403.32193881,20235828.954873465
Population,Germany,Female,15-49 years,Number,1991,19330857.529568404,19488989.07764006,19176664.970037732
Population,Germany,Both,15-49 years,Number,1991,39729395.39475824,40054392.39957887,39412493.9249112
Population,Germany,Male,15-49 years,Number,1992,20485292.522697534,20641980.487625416,20323049.22641887
Population,Germany,Female,15-49 years,Number,1992,19369346.152291,19517498.463380694,19215941.139254052
Population,Germany,Both,15-49 years,Number,1992,39854638.67498853,40159478.951006114,39538990.36567292
Population,Germany,Male,15-49 years,Number,1993,20537614.77767622,20701041.303258017,20372234.38259023
Population,Germany,Female,15-49 years,Number,1993,19399731.843200073,19554103.75087646,19243514.319815706
Population,Germany,Both,15-49 years,Number,1993,39937346.62087629,40255145.05413447,39615748.70240594
Population,Germany,Male,15-49 years,Number,1994,20571684.20525455,20742373.335755367,20403913.766157657
Population,Germany,Female,15-49 years,Number,1994,19433976.398501523,19595225.642877266,19275484.42860523
Population,Germany,Both,15-49 years,Number,1994,40005660.60375608,40337598.97863264,39679398.194762886
Population,Germany,Male,15-49 years,Number,1995,20728692.878023203,20902406.66520378,20556080.96174244
Population,Germany,Female,15-49 years,Number,1995,19605589.86801352,19769891.654234335,19442330.252134874
Population,Germany,Both,15-49 years,Number,1995,40334282.74603672,40672298.319438115,39998411.21387731
Population,Germany,Male,15-49 years,Number,1996,20803860.856147006,20983860.579275835,20637896.137694813
Population,Germany,Female,15-49 years,Number,1996,19715538.0587305,19886121.366148595,19558255.535756703
Population,Germany,Both,15-49 years,Number,1996,40519398.91487751,40869981.94542443,40196151.67345152
Population,Germany,Male,15-49 years,Number,1997,20800936.42766429,20956896.704800405,20638524.601640016
Population,Germany,Female,15-49 years,Number,1997,19751825.102568954,19899919.402441137,19597604.64266918
Population,Germany,Both,15-49 years,Number,1997,40552761.53023325,40856816.10724155,40236129.244309194
Population,Germany,Male,15-49 years,Number,1998,20752007.597279865,20918830.384327922,20577418.334041752
Population,Germany,Female,15-49 years,Number,1998,19746474.764301326,19905214.198985547,19580345.175899412
Population,Germany,Both,15-49 years,Number,1998,40498482.36158119,40824044.583313465,40157763.50994117
Population,Germany,Male,15-49 years,Number,1999,20671703.542806808,20844295.67360741,20503419.68666822
Population,Germany,Female,15-49 years,Number,1999,19706540.10568717,19871073.896552783,19546113.435806412
Population,Germany,Both,15-49 years,Number,1999,40378243.648493975,40715369.57016019,40049533.12247463
Population,Germany,Male,15-49 years,Number,2000,20594066.820049975,20775588.465035647,20421309.24160585
Population,Germany,Female,15-49 years,Number,2000,19661536.69065781,19834838.76422201,19496601.833601728
Population,Germany,Both,15-49 years,Number,2000,40255603.51070779,40610427.22925766,39917911.075207576
Population,Germany,Male,15-49 years,Number,2001,20551833.267170444,20724308.069253135,20378565.320856545
Population,Germany,Female,15-49 years,Number,2001,19645611.05400962,19810480.670957442,19479983.266105782
Population,Germany,Both,15-49 years,Number,2001,40197444.32118006,40534788.74021058,39858548.58696233
Population,Germany,Male,15-49 years,Number,2002,20509367.271755353,20678845.756129242,20340102.596356716
Population,Germany,Female,15-49 years,Number,2002,19625672.024200678,19787848.121854417,19463700.52305002
Population,Germany,Both,15-49 years,Number,2002,40135039.29595603,40466693.87798366,39803803.11940673
Population,Germany,Male,15-49 years,Number,2003,20468958.389906254,20640823.346283138,20290448.919071313
Population,Germany,Female,15-49 years,Number,2003,19609172.562081255,19773818.438181665,19438161.27020749
Population,Germany,Both,15-49 years,Number,2003,40078130.951987505,40414641.7844648,39728610.189278804
Population,Germany,Male,15-49 years,Number,2004,20384900.40271544,20558556.303533606,20205428.325799372
Population,Germany,Female,15-49 years,Number,2004,19551586.297554266,19718143.32083379,19379450.85757152
Population,Germany,Both,15-49 years,Number,2004,39936486.70026971,40276699.62436739,39584879.18337089
Population,Germany,Male,15-49 years,Number,2005,20286500.542925432,20456418.658359613,20132199.305416398
Population,Germany,Female,15-49 years,Number,2005,19478643.294393033,19641794.861751564,19330486.703316014
Population,Germany,Both,15-49 years,Number,2005,39765143.837318465,40098213.52011118,39462686.008732416
Population,Germany,Male,15-49 years,Number,2006,20116329.683036447,20294702.119526036,19944494.00135607
Population,Germany,Female,15-49 years,Number,2006,19337273.461150963,19508737.9696711,19172092.554922383
Population,Germany,Both,15-49 years,Number,2006,39453603.14418741,39803440.089197144,39116586.55627845
Population,Germany,Male,15-49 years,Number,2007,19905413.271325964,20076385.989790812,19733052.902427237
Population,Germany,Female,15-49 years,Number,2007,19157798.801643122,19322350.06698348,18991912.003728934
Population,Germany,Both,15-49 years,Number,2007,39063212.07296909,39398736.056774296,38724964.90615618
Population,Germany,Male,15-49 years,Number,2008,19666477.81414772,19847936.184812237,19493929.518066667
Population,Germany,Female,15-49 years,Number,2008,18951519.117174946,19126380.71736174,18785243.67310618
Population,Germany,Both,15-49 years,Number,2008,38617996.931322664,38974316.90217398,38279173.191172846
Population,Germany,Male,15-49 years,Number,2009,19384531.752574205,19550209.61844944,19216266.782066017
Population,Germany,Female,15-49 years,Number,2009,18708791.56289031,18868693.937567614,18546392.26943533
Population,Germany,Both,15-49 years,Number,2009,38093323.31546451,38418903.55601705,37762659.05150134
Population,Germany,Male,15-49 years,Number,2010,19098674.44894976,19277187.504506033,18933803.136709247
Population,Germany,Female,15-49 years,Number,2010,18470115.48891257,18642753.478068113,18310670.27788337
Population,Germany,Both,15-49 years,Number,2010,37568789.93786234,37919940.98257414,37244473.414592616
Population,Germany,Male,15-49 years,Number,2011,18846613.252660587,19011365.663136613,18677828.92990665
Population,Germany,Female,15-49 years,Number,2011,18261428.120981026,18421064.98842943,18097884.531658188
Population,Germany,Both,15-49 years,Number,2011,37108041.37364162,37432430.65156604,36775713.46156484
Population,Germany,Male,15-49 years,Number,2012,18679614.209512383,18859089.332727257,18509888.84971929
Population,Germany,Female,15-49 years,Number,2012,18096051.357896976,18269919.5658125,17931628.324685223
Population,Germany,Both,15-49 years,Number,2012,36775665.56740936,37129008.89853975,36441517.17440451
Population,Germany,Male,15-49 years,Number,2013,18567649.58229595,18729602.372867502,18406395.457494687
Population,Germany,Female,15-49 years,Number,2013,17935744.766703643,18092185.887755197,17779978.534031343
Population,Germany,Both,15-49 years,Number,2013,36503394.3489996,36821788.2606227,36186373.99152603
Population,Germany,Male,15-49 years,Number,2014,18522603.33695398,18693917.87294397,18358686.726200026
Population,Germany,Female,15-49 years,Number,2014,17792070.327776834,17956628.2042835,17634618.601722393
Population,Germany,Both,15-49 years,Number,2014,36314673.66473082,36650546.07722747,35993305.32792242
Population,Germany,Male,15-49 years,Number,2015,18533220.05222673,18695050.245167278,18363872.4782293
Population,Germany,Female,15-49 years,Number,2015,17677981.19332422,17832343.52751403,17516448.37712578
Population,Germany,Both,15-49 years,Number,2015,36211201.245550945,36527393.77268131,35880320.855355084
Population,Germany,Male,15-49 years,Number,2016,18547628.247336943,18706752.544380896,18373465.185419634
Population,Germany,Female,15-49 years,Number,2016,17563179.212453123,17713857.698606186,17398260.1711691
Population,Germany,Both,15-49 years,Number,2016,36110807.459790066,36420610.24298709,35771725.356588736
Population,Germany,Male,15-49 years,Number,2017,18614011.727207724,19970771.31788832,17255437.652593162
Population,Germany,Female,15-49 years,Number,2017,17484941.892025303,18759404.536196902,16208774.825045
Population,Germany,Both,15-49 years,Number,2017,36098953.61923303,38730175.854085214,33464212.477638166
Population,Germany,Male,15-49 years,Number,2018,18629328.47447589,20190348.225326087,17076987.560374517
Population,Germany,Female,15-49 years,Number,2018,17378017.41580385,18834185.224206384,15929945.496438678
Population,Germany,Both,15-49 years,Number,2018,36007345.89027974,39024533.44953247,33006933.056813195
Population,Germany,Male,15-49 years,Number,2019,18591021.95520507,20190768.66291219,17008799.21653388
Population,Germany,Female,15-49 years,Number,2019,17246491.46612968,18730542.101372745,15778697.440295126
Population,Germany,Both,15-49 years,Number,2019,35837513.42133475,38921310.76428493,32787496.656829007
Population,Germany,Male,15-49 years,Number,2020,18569958.94252509,20274283.512526717,16839801.12880321
Population,Germany,Female,15-49 years,Number,2020,17136241.199738204,18708981.182878774,15539662.46193307
Population,Germany,Both,15-49 years,Number,2020,35706200.14226329,38983264.69540549,32379463.59073628
Population,Germany,Male,15-49 years,Number,2021,18547099.36368826,20416975.29978572,16564832.44144578
Population,Germany,Female,15-49 years,Number,2021,17030720.63378538,18747718.751014475,15210520.42283488
Population,Germany,Both,15-49 years,Number,2021,35577819.99747364,39164694.05080019,31775352.86428066
Population,Germany,Male,50-69 years,Number,1990,8952764.16222655,9020556.07994998,8888919.407731686
Population,Germany,Female,50-69 years,Number,1990,10072192.015141727,10148460.439062241,10000364.296374708
Population,Germany,Both,50-69 years,Number,1990,19024956.177368276,19169016.51901222,18889283.704106394
Population,Germany,Male,50-69 years,Number,1991,9168313.471751856,9243312.710677328,9095182.431464244
Population,Germany,Female,50-69 years,Number,1991,10120948.58343335,10203740.630553037,10040218.850436723
Population,Germany,Both,50-69 years,Number,1991,19289262.055185206,19447053.341230363,19135401.281900965
Population,Germany,Male,50-69 years,Number,1992,9287935.828612475,9358977.419146445,9214375.476824032
Population,Germany,Female,50-69 years,Number,1992,10098426.702837652,10175667.578323703,10018447.272049367
Population,Germany,Both,50-69 years,Number,1992,19386362.531450126,19534644.997470144,19232822.748873398
Population,Germany,Male,50-69 years,Number,1993,9436981.225514498,9512075.294147182,9360989.358864473
Population,Germany,Female,50-69 years,Number,1993,10115202.077734822,10195693.037810616,10033748.79632413
Population,Germany,Both,50-69 years,Number,1993,19552183.303249322,19707768.331957802,19394738.155188605
Population,Germany,Male,50-69 years,Number,1994,9564092.179365376,9643448.179673243,9486093.123552267
Population,Germany,Female,50-69 years,Number,1994,10122135.147159426,10206121.389114233,10039585.02431614
Population,Germany,Both,50-69 years,Number,1994,19686227.3265248,19849569.568787478,19525678.147868406
Population,Germany,Male,50-69 years,Number,1995,9519214.807593882,9598989.198817836,9439946.427330067
Population,Germany,Female,50-69 years,Number,1995,9989594.969066836,10073311.312624438,9906409.640371678
Population,Germany,Both,50-69 years,Number,1995,19508809.776660718,19672300.51144227,19346356.067701746
Population,Germany,Male,50-69 years,Number,1996,9514230.780771708,9596550.063628124,9438330.127343075
Population,Germany,Female,50-69 years,Number,1996,9912709.339578109,9998476.349313393,9833629.786700048
Population,Germany,Both,50-69 years,Number,1996,19426940.120349817,19595026.412941515,19271959.91404312
Population,Germany,Male,50-69 years,Number,1997,9538792.126624435,9610311.630988363,9464314.102390358
Population,Germany,Female,50-69 years,Number,1997,9902755.601689633,9977004.014179211,9825435.783635499
Population,Germany,Both,50-69 years,Number,1997,19441547.72831407,19587315.645167574,19289749.886025857
Population,Germany,Male,50-69 years,Number,1998,9561484.92516382,9638348.503593836,9481042.94379304
Population,Germany,Female,50-69 years,Number,1998,9907097.590354484,9986739.505664723,9823747.925941542
Population,Germany,Both,50-69 years,Number,1998,19468582.515518304,19625088.00925856,19304790.869734578
Population,Germany,Male,50-69 years,Number,1999,9628041.759771835,9708428.179754836,9549661.95952738
Population,Germany,Female,50-69 years,Number,1999,9959478.436361272,10042632.086539868,9878400.48200065
Population,Germany,Both,50-69 years,Number,1999,19587520.196133107,19751060.266294707,19428062.441528033
Population,Germany,Male,50-69 years,Number,2000,9704592.683469268,9790131.574025078,9623183.705513028
Population,Germany,Female,50-69 years,Number,2000,10028885.561326712,10117282.856546357,9944756.18565715
Population,Germany,Both,50-69 years,Number,2000,19733478.244795978,19907414.430571437,19567939.89117018
Population,Germany,Male,50-69 years,Number,2001,9796894.15082107,9879111.50621326,9714298.70993264
Population,Germany,Female,50-69 years,Number,2001,10123453.587573823,10208411.490414502,10038104.996529879
Population,Germany,Both,50-69 years,Number,2001,19920347.73839489,20087522.99662776,19752403.706462517
Population,Germany,Male,50-69 years,Number,2002,9907346.85175218,9989215.887805464,9825581.099220505
Population,Germany,Female,50-69 years,Number,2002,10242088.40292284,10326723.564814998,10157560.014213728
Population,Germany,Both,50-69 years,Number,2002,20149435.25467502,20315939.452620465,19983141.113434233
Population,Germany,Male,50-69 years,Number,2003,10013556.18430432,10097633.711065114,9926228.11505984
Population,Germany,Female,50-69 years,Number,2003,10361093.214988686,10448088.791387385,10270734.280652724
Population,Germany,Both,50-69 years,Number,2003,20374649.399293005,20545722.502452504,20196962.395712566
Population,Germany,Male,50-69 years,Number,2004,10060146.26635271,10145847.139436852,9971575.053894822
Population,Germany,Female,50-69 years,Number,2004,10408112.750801502,10496777.898035517,10316477.983142095
Population,Germany,Both,50-69 years,Number,2004,20468259.017154213,20642625.037472367,20288053.037036914
Population,Germany,Male,50-69 years,Number,2005,10091590.32064494,10176116.678721806,10014832.632860651
